ID	GSM442435	GSM442437	GSM442538	GSM442540	GSM442567	GSM442568	GSM463624	GSM463625	GSM510424	GSM510425	GSM510426	GSM510427	GSM510428	GSM510429	GSM510430	GSM510431	GSM510483	GSM510484	GSM510485	GSM510487	GSM510488	GSM510489	GSM510490	GSM510491	GSM510492	GSM510493	GSM510494	GSM510495	GSM510496	GSM510497.x	GSM510498	GSM510499	GSM510500	GSM510501	GSM510502	GSM510503	GSM510504	GSM510505	GSM510506	GSM510497.y	GSM730634	GSM730635	GSM730636	GSM730637.x	GSM730638	GSM730639	GSM730640	GSM730641	GSM730642	GSM561031	GSM720644	GSM730655	GSM730637.y	GSM730657	GSM730658	GSM730659	GSM835124	GSM835125	GSM835126	GSM730643	GSM1429347
DR_0139	0.063019474	0.240891795	0.061668545	0.201440873	-0.063312264	-0.165237601	-0.300711371	-0.401833	-0.6987438	-0.79388905	-0.52224255	-0.47605085	0.7174263	0.45183945	0.56895924	0.8743963	-1.2190809	-1.1355877	-0.45964527	-1.2435999	-1.1446447	-0.20920563	-0.20696163	0.13789988	0.3196435	-0.23445892	-0.17652607	0.43108463	0.35982084	-0.15475988	2.4044075	-0.37533283	-0.17999268	0.34835625	-1.7315531	-0.013197899	-0.4451232	-0.96993401	1.6121502	-0.15475988	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533781251	NA	NA	NA	NA	NA	NA	0.48	-1.145	-0.398	NA	0.862
DR_0140	0.180884032	-0.255092053	-0.264203192	-0.136989106	-0.198343874	0.350809639	0.408562504	-0.094349	-0.43778706	-0.26597977	0.09703636	-0.15202379	0.22113132	-0.5277467	-0.49762392	0.30553818	-0.10777712	-0.23568392	-0.1987319	-0.42515373	-0.41534424	0.4747815	0.51484156	0.27734566	0.3268137	0.24251223	0.19001532	0.7941799	0.72103405	1.1286197	0.9056902	0.115097046	-0.3765149	0.8398328	-0.40426636	0.6991339	1.1077099	-0.96994964	2.490848	1.1286197	0.6347155	1.066334	0.9178579	1.1547357	0.99489367	0.841329	0.88560045	0.9546286	0.42284954	NA	0.028400585	0.17674056	1.1547357	0.45399427	0.5031136	0.07638824	-0.765	-0.585	-1.801	0.30386585	1.337
DR_0141	0.001201678	0.039440296	0.186314461	0.044928246	0.024234802	-0.110006975	0.059630382	-0.711991	-0.56596375	-0.47001076	-0.16517353	-0.1001215	0.28262043	-0.34948397	-0.004709244	0.2787981	-0.24563837	-0.08145571	0.15231276	-0.07640886	0.04389	0.5907006	0.08204937	-2.5375433	-2.38476	-3.978921	-1.0772066	-2.1996865	-2.5822024	-1.2127199	-1.6726995	-2.2565012	-2.3360395	-1.492713	-1.267694	-2.6124725	-2.6145864	-0.96993402	-0.8775625	-1.2127199	1.8351104	1.4505758	1.6903176	1.5229293	1.4729114	1.1486914	1.7658291	1.8502983	0.21535075	0.183412719	0.10165006	0.16283801	1.5229293	0.527531	0.2149207	-0.22073027	-0.486	-1.055	-1.032	0.12746143	NA
DR_0143	0.159268604	0.076557877	0.216813252	-0.338298222	NA	0.863401461	-0.091391798	-0.586329	-0.04661274	-0.15212584	-0.22350168	-0.13516235	0.07116985	0.4160986	0.2086587	-0.011278153	-0.56435895	1.6365862	0.40028763	-0.2906351	-0.3126583	-0.18035936	0.159132	-0.120679855	0.009895802	0.7137972	3.108612	2.1759648	-0.36586523	0.76928663	-0.66093063	-0.75849104	-0.6550822	-0.72840405	-1.9900975	0.7354512	0.33248615	-0.9699377	0.44069815	0.76928663	2.4362745	1.4367442	1.5155667	1.4678553	1.7823255	1.5528518	2.454372	2.7558146	0.6086893	0.100199161	-0.3073534	0.48081377	1.4678553	0.29407358	0.2726708	0.019342959	-0.106	-0.036	-0.46	0.82633543	1.04
DR_0145	-0.054893726	-0.037823353	0.044314337	NA	NA	1.254554797	-0.000973111	-0.996793	0.8715806	0.48409128	0.74920464	0.6244192	0.6731205	1.1688905	0.1422329	0.122653484	1.0881543	0.4619565	0.45942068	0.5438962	0.7710595	0.4624672	0.41696358	0.002006531	0.04284525	0.03122139	0.083519936	0.31548882	0.1976471	0.32373238	0.39962864	0.081792355	0.0847559	0.22044134	0.22397804	0.29824162	0.38331842	-0.96993771	-0.11697388	0.32373238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.147	-1.236	-0.02	NA	1.085
DR_0146	-0.147621313	-0.048505722	-0.428803789	-0.167494542	NA	-0.0937795	0.388896475	-0.0985119	1.1479177	1.0678229	1.0970616	1.7263432	1.1615796	0.6091385	-0.017636776	0.47058535	1.1295033	-1.8228731	0.28652906	0.8179965	1.1750789	1.2008052	1.1956716	0.9658408	0.60921144	0.5483148	0.5065346	0.8765235	0.93406534	1.1372132	2.0498538	0.4959588	0.5155854	-0.72840405	0.8808477	0.11364508	0.51122236	-0.96992208	1.3117576	1.1372132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.352	-1.214	-0.272	NA	0.935
DR_0147	-0.920425103	NA	-0.26003533	-0.179325907	NA	-0.232627687	-0.211887129	-0.104407	-0.6601038	-0.8823209	-0.92448616	-0.8867583	-1.5320444	-1.4817009	-2.0536609	-1.3085666	1.4384799	1.1656525	-1.6946342	-1.5045485	-1.1537485	-1.1534328	-0.9200778	0.5201206	0.3323679	0.4044237	-0.17784643	-0.021917343	0.0814209	0.18299961	0.26999092	0.5684166	0.45929527	0.003182888	-0.39325666	-0.08574009	-0.07784462	-0.96993772	-0.16633749	0.18299961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.156	-0.834	-0.184	NA	NA
DR_0148	-0.063344609	0.11031593	0.031812513	0.075112375	-0.156798676	-0.101365536	0.56045591	-0.252629	0.7016821	0.5842738	0.55993414	0.8650384	1.1772423	-0.7014203	-0.28749275	0.66637325	0.7461076	0.57299614	0.61657476	0.511076	0.82166433	0.60539484	1.0142026	1.2534027	0.72617245	-0.44348	0.3340037	0.9541073	1.0490465	1.1530447	1.4935298	1.2371025	1.0842681	0.6700349	0.14978313	1.1028214	1.7543449	-0.96992209	1.3739643	1.1530447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.46	-0.28	-0.267	NA	1.022
DR_0149	-0.175746391	-0.158437135	-0.05288032	-0.195618482	-0.122191478	0.104110335	0.646857336	-0.0137197	1.06355	0.95802784	0.8074589	0.8310518	1.1819143	0.748683	0.8099489	1.1677647	1.4139237	1.7302327	0.7202177	0.9077463	0.89901257	1.118619	1.2181206	1.5999599	1.533586	0.7930145	0.66393995	0.6935682	0.89647245	0.8195033	0.604012	1.732893	1.2945037	0.85939074	1.2140245	1.0572038	1.0427861	-0.96993773	0.6349211	0.8195033	-1.8437095	-1.9029789	-1.7419053	-1.4754772	-1.634465	-1.7374063	-1.3568918	-1.6804363	-0.09261042	NA	-0.20503393	-0.21565014	-1.4754772	0.56669974	0.25075948	0.01309824	-0.424	-1.252	-0.496	0.11284572	0.958
DR_0150	-0.036925258	-0.033350184	-0.392432297	NA	NA	0.157999539	0.697610705	-0.0697823	-0.018101692	-0.2468586	-0.17926025	0.067255974	-0.1775217	-0.04487419	-0.44176865	-0.20691109	0.30202723	-0.31400394	0.30561686	-0.28258848	0.05491686	-0.07468033	0.06814337	0.22499752	-0.049601078	0.2798195	-0.4604516	-0.10373068	-0.002402782	0.184587	0.6373267	0.30860853	-0.08130741	-0.29775858	-0.57065964	-0.3443966	-0.028016567	-0.9699221	0.34915924	0.184587	0.63678735	0.60139525	0.801445	0.96218175	0.9116178	0.99854124	0.6716748	0.7403976	-0.15953442	NA	-0.28795826	-0.20244232	0.96218175	0.51198435	0.18921942	-0.04774499	-0.514	-0.986	-0.683	0.42619395	1.076
DR_0151	-0.168419606	-0.094513962	-0.032174405	-0.052788536	-0.078573421	-0.012979491	0.107516774	-0.577193	1.4886589	1.285625	1.5179391	1.3614054	1.3295984	1.0562425	1.6544657	1.4135447	0.7873874	1.2334929	1.9941478	1.6662788	1.5555696	1.932436	1.7059488	-4.464676	-4.257391	-5.160489	-4.17081	-4.0139894	-3.9325829	-4.3432612	-4.6896486	-1.2515326	-1.8064046	-2.4865277	-5.035292	-1.0468464	-1.1769037	-0.96995084	-1.5951815	-4.3432612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.62	-0.512	-1.068	NA	1.472
DR_0152	-0.121664489	0.240059828	0.442084064	-0.078134618	NA	-0.292817886	0.252211123	-0.124382	3.9402728	4.192439	4.122461	4.2193594	3.959165	3.6507506	4.298074	4.1683235	3.7257106	3.2510824	3.3424993	3.7041955	3.7849917	3.8466396	3.8713822	-1.2489176	-1.0900373	-1.2449067	-0.67682815	-1.4834328	-1.2749586	-1.3081307	-0.75024986	-1.1301508	-1.2269421	-6.4690213	-1.823463	-1.2472486	-1.3718309	-0.96993774	-5.217391	-1.3081307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.599	-0.524	-0.839	NA	0.714
DR_0153	0.017618457	NA	NA	NA	NA	-0.008681203	0.637322988	-0.0228154	1.8013883	1.720964	1.3493528	1.66612	2.04107	2.1182523	2.029889	1.9426022	2.8576407	1.5340009	3.1495314	3.1687946	3.3444157	3.0484161	3.5375748	5.3548055	4.9971285	4.3608136	4.47125	4.589554	4.6715283	4.563735	4.736364	5.9104075	5.80424	5.1937265	4.201981	5.3713446	5.5372176	-0.96992211	4.672651	4.563735	2.0934544	1.9556534	1.7757691	2.5931134	1.8611708	2.1335845	1.1661274	1.3776327	1.4420975	NA	1.3682643	1.5681778	2.5931134	-1.3502653	1.2159699	1.6229928	-0.576	-0.632	-0.966	-0.001088858	1.059
DR_0154	-0.021641973	0.099432304	0.0092919	-0.025346135	-0.27913604	-0.102195685	0.169881546	-0.438917	1.5837622	1.560749	1.6906996	1.6304393	1.8994317	1.7187238	1.6291943	1.9799185	2.4398699	2.6146336	3.644981	3.6746726	3.3907018	3.9220915	3.616477	0.9533434	0.90326786	0.72179365	0.38650942	1.1996565	1.0898247	1.415473	1.5469337	1.3842573	1.2363138	0.13178492	0.3639207	1.3573618	1.402318	-0.96993775	1.0028973	1.415473	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.081625455	NA	NA	NA	NA	NA	NA	-0.776	-1.009	-0.701	NA	0.837
DR_0155	0.044764651	-0.220308306	NA	0.3723127	NA	0.131945808	-0.220755254	-0.227141	0.92459774	0.819046	0.9280448	1.0876007	1.3397408	1.5047331	1.7710533	1.3187151	0.18958458	2.146943	2.8657465	2.6416068	2.5667706	2.624051	2.3540087	0.23450851	0.11724472	0.25761318	0.17716789	0.14344788	0.21984959	-0.15333939	-0.060753822	0.006829262	0.17495966	-0.036657333	-0.18523407	-0.10543251	-0.03004551	-0.96993726	-0.4523859	-0.15333939	0.5573147	1.9848835	1.7028947	1.1140289	1.3953913	1.8331499	1.245645	1.0998118	-0.6355435	NA	1.210821	1.1923409	1.1140289	0.3673915	1.854946	1.6689285	-0.695	-0.888	-0.657	-0.41900915	0.991
DR_0156	-0.068101791	0.248864146	NA	0.397401161	NA	-0.024845743	0.196355502	-0.16373	0.40249443	0.41526127	0.19402504	0.597352	0.8690367	0.72520065	0.49658585	0.6255207	1.5344839	1.0786843	2.260981	1.5514154	1.6803379	1.9185085	2.1698513	3.409338	3.023303	3.0159898	2.910666	2.920969	3.016305	2.8848314	3.1301556	3.650216	3.3922958	2.9821353	2.9388242	3.6666956	3.7328587	-0.96992212	2.9318352	2.8848314	0.19826144	1.0423775	1.1238484	1.3498522	1.3960199	1.3632157	0.5547758	0.51202893	-0.66234785	NA	0.6660084	0.798566	1.3498522	-0.0557805	1.2272632	1.1493963	-0.636	-0.977	-0.61	-0.6025538	0.949
DR_0157	0.029460469	NA	NA	NA	NA	3.056895114	0.74927202	-0.00491924	0.3001604	0.59451103	0.59255314	0.66268444	0.17925453	0.33316183	0.22978687	0.27730083	0.97055435	0.92946243	0.3669839	1.2031975	1.1384268	0.69029045	0.5186529	4.3088837	4.156937	3.8685293	3.7966957	4.2261906	3.9195642	3.267746	3.2866583	4.8132505	4.6977425	3.6665826	3.8533583	4.8560996	4.8321543	-0.96993728	3.677466	3.267746	0.922077	1.047647	1.0470997	1.4671165	0.96871173	1.1728148	0.8188577	0.9488844	-0.2819184	NA	0.31952542	0.32212147	1.4671165	-0.48327997	0.23859003	0.20554975	-0.519	NA	-0.749	-0.34209818	0.938
DR_0158	-0.072408871	-0.057356794	-0.017301619	0.363527887	-0.124137923	0.151525445	0.215756505	-0.240961	0.6739874	0.89077854	0.96308136	0.71604395	0.8887396	1.0148954	1.2264714	1.0902576	0.63868666	0.77002907	1.489213	1.1039724	1.2049131	1.1314211	1.0613375	0.8092985	0.93207264	1.0473871	0.76553583	0.7973833	0.98335934	1.1553841	0.99282455	0.5804477	0.6825609	1.556201	1.4289002	0.90159416	0.9629464	-0.96995087	1.2005787	1.1553841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.725	-2.17	-0.849	NA	0.964
DR_0159	0.30595871	0.400082825	0.252555689	0.508455366	0.088341066	-0.149197451	0.029570428	-0.798201	0.47373295	0.4505148	0.24312496	0.42827225	0.63019943	0.6126909	0.6377783	0.7766924	0.7467637	0.5518379	0.84336615	0.9083185	0.98845005	1.1699638	1.1683741	0.40562153	0.2701764	0.31099844	0.03220749	0.5911341	0.61996317	0.17291498	-1.4214716	0.4055524	0.5010872	0.17687511	1.3309965	0.74499416	0.63606405	-0.96994162	0.72150564	0.17291498	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039534012	NA	NA	NA	NA	NA	NA	-0.593	-0.893	1.125	NA	0.935
DR_0160	0.636111986	0.238002907	0.414516515	0.676923171	0.061771856	0.328005788	-0.039486927	-0.816236	-0.8283262	-0.801116	0.65165854	0.76839685	1.3683028	-1.9171395	-1.6482549	1.3260021	-0.48022604	-2.6700134	-2.8901596	0.94514894	1.13066	1.5715165	1.535459	-0.36806393	-0.43209457	-0.35309887	-0.30185366	-0.48174	-0.68923855	-0.35640717	-0.30787182	-0.07151127	-0.046845436	-0.322958	-0.3229537	-0.65810394	-0.42928505	-0.96992597	-0.17099571	-0.35640717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.207	-1.484	-0.411	NA	0.951
DR_0161	-0.348418511	-0.032993396	-0.205200975	-0.18359186	0.042971466	0.025970314	-0.147268439	-0.587011	-1.5952501	-1.4922533	-1.2713265	-1.6281857	-1.2641335	-1.1363692	-1.2700696	-1.3133478	-2.138743	-1.9034467	-1.4767623	-1.6643453	-1.5347977	-1.3586226	-1.3826284	0.033473015	0.037864685	0.08248043	0.10938215	0.11797047	0.20053482	0.2059555	-0.097766876	-0.2344265	0.34796333	-0.08915138	-0.012071133	-0.26175117	-0.29213333	-0.96994903	-0.65318775	0.2059555	-0.73257357	-1.6018941	-1.6412513	-1.6901464	-1.5364349	-1.6350901	-0.39324474	-0.35914004	-0.29091448	NA	-0.43922323	-0.635885	-1.6901464	0.002635896	-0.22812101	-0.25283173	0.186	-1.539	-0.309	-0.30287135	1.078
DR_0162	-0.696172269	-0.101648758	0.093263164	0.160839183	0.040817741	-0.016909299	-0.735600761	-0.00624858	0.8174331	-1.5759091	0.8181746	1.3908398	-1.9501572	-0.8958268	-5.2039332	0.8153734	2.4591012	1.2959261	-4.089992	1.1826279	2.0091777	0.5330585	2.204291	-1.1563993	-1.378993	-1.4076338	-0.8767166	-1.3788242	-1.4038925	-0.4622326	-0.8361821	-0.109603405	-0.12855053	-0.84323883	-0.86591244	0.20231628	0.112392426	-0.96994163	-0.4774351	-0.4622326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419	-1.409	-0.484	NA	1.061
DR_0163	-0.375142174	0.188586943	-0.047938112	0.261915192	0.439634465	-0.077947995	0.207154415	-0.110954	0.33815002	-0.45225048	0.40437603	0.4042263	0.39372158	0.17928886	0.14439583	0.3522482	-0.063999176	-0.12133694	0.056347847	0.07971954	0.0382452	0.015992165	0.01389122	2.4145288	2.4707928	2.983995	2.9603176	2.3887634	2.303193	2.4489908	2.3601246	2.4852467	2.4843216	3.3501487	3.446457	2.5217676	2.5333147	-0.96993343	2.8816166	2.4489908	0.69429344	0.20393962	0.30442497	0.75798345	0.78834903	0.83428895	0.8637057	0.69799477	-0.5155242	NA	-0.20839553	-0.3407076	0.75798345	-0.1426503	0.016697586	-0.06913221	-1.344	-1.379	-1.694	-0.45936972	1.157
DR_0164	-0.754145944	-0.147508302	NA	-0.007262458	-0.162653311	-0.029015519	0.029514515	-0.877848	-0.49000835	-0.8597846	1.3134861	2.0414019	1.6315084	-1.4325724	-1.593956	1.3494287	-1.2500527	-0.6875093	-2.4605556	2.0472455	1.2193141	2.3168192	3.0851479	-1.586019	-1.808907	-2.5320604	-2.1180735	0.8403559	0.27510214	2.5527997	2.1272192	-2.0436602	-1.9750676	-2.5936441	-3.4551568	0.3003564	0.31540823	-0.96992598	3.279307	2.5527997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.737	-1.336	NA	0.957
DR_0165	-0.666371831	0.145396835	NA	NA	-0.044363627	0.034230912	0.001609141	-0.995402	-0.9322977	-0.4464631	-0.57505465	0.46886802	0.43101025	-4.0214133	-3.887515	2.0138485	0.94461894	1.7546763	-2.5629082	-4.0536647	0.8342657	3.020238	1.6163199	1.358594	1.399023	1.0728588	1.089634	1.4392004	1.3021965	1.66504	1.5851774	1.0221486	1.115107	0.9711766	1.1350842	1.3849983	1.3462782	-0.96994164	1.592267	1.66504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.486	-2.415	-1.366	NA	0.691
DR_0167	-0.181351462	0.07411143	0.059973508	0.633607993	1.647037063	-0.404820857	0.040425889	-0.85476	-0.52212906	0.010397434	0.8215604	0.7957554	0.7252984	0.20284748	-1.1878319	0.3274789	-0.55945206	0.046164513	0.015446663	0.45589638	0.23558998	0.3903346	0.42651153	0.5857537	1.0520782	1.9264715	2.08702	0.055994034	0.95271814	2.9309297	0.86540794	-0.16347218	0.38892603	0.5092578	-0.69538736	-1.9407349	-0.21112633	-0.96994165	3.939379	2.9309297	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.770895136	NA	NA	NA	NA	NA	NA	-0.587	-0.429	-0.141	NA	1.04
DR_0168	0.014399856	-0.007403831	-0.009669164	0.114563603	0.360269178	-0.257104947	-0.132320108	-0.627371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.674	-1.1	0.038	NA	0.955
DR_0169	0.097847044	0.163581119	0.13319408	0.173842735	0.009076289	-0.025818645	0.100144827	-0.510089	0.106386185	-0.048478603	-0.0453825	0.27796698	0.33877945	0.41468382	0.274271	0.003085136	0.47796774	0.15759993	0.27209616	0.08684158	0.20660019	0.31782246	0.3781147	0.7861819	0.77743053	1.2102141	1.2424674	0.6128025	0.67112064	1.386136	1.5509481	-0.2480526	-0.32292175	-0.023711681	-0.06290388	-0.34623814	-0.11352825	-0.969926	1.334969	1.386136	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.077680296	NA	NA	NA	NA	NA	NA	-0.624	-0.503	-1.041	NA	0.721
DR_0170	-0.09718762	-0.093740153	-0.216296905	-0.153045968	-0.051865409	0.148797018	-0.079389737	-0.677565	0.036601543	0.43172598	0.345778	0.13374472	0.78939295	-1.5486524	2.3111742	-0.62628603	-0.010937214	-0.3092041	-0.33693743	0.42140388	0.47262478	0.71071625	-0.27306986	-0.6886997	-0.8487661	3.8399606	2.3164942	0.7279463	-1.1852375	3.8763592	7.6137285	1.1928868	-0.059589386	2.4568896	0.2977321	-2.2152004	-0.84308887	-0.96994166	2.7222185	3.8763592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.148	-0.838	-0.286	NA	1.218
DR_0171	0.287557335	0.046947698	NA	NA	NA	0.452625524	NA	NA	-0.5268421	-0.15837812	1.5179129	1.7005382	0.37286186	-0.7765689	-0.87888813	0.92105246	1.353035	1.0811138	-0.8173363	1.4808865	1.0316911	1.6526775	1.395155	0.043047905	-0.075033665	0.11082983	0.10337925	-0.012965679	0.0353117	0.4079938	0.11022234	-0.17383766	-0.33709908	0.10434818	-0.37600565	-0.4195099	-0.24950695	-0.96992601	0.5840621	0.4079938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.038	-1.047	-0.326	NA	1.13
DR_0172	0.031170377	NA	-0.119635439	0.269650548	NA	-0.104493103	-0.072078737	-0.772493	-0.96637726	0.15992188	0.22132254	2.053725	2.2397423	-3.4663186	-2.9519472	-0.41113055	-1.2771679	0.18550014	1.5531836	-4.13308	-0.9177613	-0.015017509	1.1817338	-0.44743013	-0.3979926	2.5523567	1.0518515	1.2441983	-0.27758837	-0.4176669	0.9859586	-0.49698067	-0.4266057	2.2677002	-2.0185757	-0.27290297	-0.48219013	-0.96994167	0.93599033	-0.4176669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.156	-0.734	-0.431	NA	1.683
DR_0173	0.187084666	-0.009388627	0.549381368	0.749975351	-0.177428189	0.0570868	0.314803867	-0.0417612	-0.6337743	-0.5144434	-0.46934175	-0.22752619	-0.14359283	-0.94255066	-0.7806158	-0.18583584	-0.04410076	-0.4812994	-0.53905106	-0.2994523	-0.31394625	0.83010626	0.2428422	0.27736187	-0.33863592	1.2955531	-0.2266686	1.2687497	0.9902506	1.7178273	0.16999435	0.035378456	0.15491915	-0.24218655	1.3138351	0.99161196	0.7783785	-0.96992602	1.4853721	1.7178273	1.0030193	0.8089021	0.7591901	1.3489544	0.8328628	0.9063622	0.77940416	1.0377876	-0.16507533	-0.112498516	0.047518343	-0.09992426	1.3489544	0.08011262	0.26728582	-0.17147633	-0.207	-1.926	-0.593	-0.6527554	NA
DR_0174	0.860588215	NA	-0.097229222	-0.301829529	-0.17712198	-0.292893695	0.110004595	-0.409349	-2.4838095	-2.609775	-2.319046	-2.519209	-2.356979	-3.2564373	-3.198041	-3.2589326	-3.0847158	-2.729391	-3.2375011	-3.6186638	-3.61933	-3.297008	-2.2511425	2.772241	2.7730079	2.705225	3.445623	2.491259	2.4793797	3.763628	3.6476145	1.5723629	1.3697572	3.0811977	2.7954793	1.5852199	1.5772929	-0.96993776	2.712829	3.763628	0.2360369	0.6752108	0.6147604	0.9210572	0.8338622	0.9981326	0.6643555	0.20476067	-0.900419	-0.279136484	-0.3041689	-0.18832448	0.9210572	-0.5077455	0.2404591	0.057582885	0.198	-0.918	-0.519	-0.84449273	0.976
DR_0175	-0.128275277	0.396739767	-0.158913373	0.330553953	0.032765099	-0.380708886	0.081092072	-0.653583	-1.9529457	-1.8506131	-1.9000597	-1.9007106	-2.03096	-3.3663995	-3.0763526	-1.4066858	-2.0338702	0.028110027	-2.1540146	-4.046925	-2.4884005	-5.7279344	-1.223588	-2.424975	-2.196217	-2.2296765	-2.2259564	-2.86557	-2.2661767	-1.8972249	-2.189599	-1.0969777	-1.5718389	-1.7927344	-5.7092924	-2.1859307	-1.5746002	-0.96992213	-1.1841168	-1.8972249	0.30347478	0.6304835	0.63955784	0.9855883	0.9140561	0.77590376	0.33639145	0.16033834	-0.6221263	-0.341326825	-0.33343384	-0.18581294	0.9855883	-0.6702775	-0.025999933	-0.07433078	0.684	-1.663	-0.448	-0.7051295	0.975
DR_0176	-0.250976624	-0.334125808	-0.260608685	0.027798551	-0.112331134	-0.179948471	-0.195379856	-0.256937	-0.3345256	-0.41946888	1.1537366	1.2827563	-0.18965673	-0.6851201	-0.56234074	0.25988007	0.70359945	0.30426073	-0.3455243	0.2552085	0.27203465	-0.030426502	0.36318064	5.2976584	5.079934	4.577902	4.5974474	4.881715	4.9581156	5.135676	5.1034145	6.07332	5.8168073	4.9935036	3.999126	6.1641297	6.1502314	-0.96993777	5.05925	5.135676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.54	-0.501	-0.158	NA	0.881
DR_0177	0.240841102	0.342911587	NA	-0.062004582	NA	0.787651973	0.21374632	-0.315523	0.28023386	-0.15620804	0.26063538	0.3756981	-0.4951334	-0.6310692	-1.1826186	-0.014821529	1.4192948	0.35763264	1.344317	0.67330503	1.0200601	1.0525641	1.2529855	1.1566501	0.8214655	1.8706551	1.878514	1.3824916	1.4701152	2.5958247	2.8533378	1.4211292	1.2820487	1.4534111	0.75292397	0.90027905	1.071073	-0.96992214	1.9987917	2.5958247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.614	-0.737	-0.238	NA	1.092
DR_0178	0.004945242	0.106835282	0.129204855	0.147318107	-0.1444956	-0.122034461	NA	NA	2.1113944	0.63589287	1.5788516	1.1490239	-1.1957066	-3.9375172	-1.6572328	-4.3240294	5.5054355	0.6886058	0.60701686	0.107693434	-2.6346784	4.09676	4.3233905	-3.2884736	-3.3457289	-2.5206327	-3.3020759	-3.2579522	-3.3375835	-3.151116	-2.8594847	-1.6887016	-1.8067026	-2.9563074	-2.9224558	-1.7674646	-2.0204468	-0.96993778	-2.087667	-3.151116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.412	-0.492	-0.271	NA	0.948
DR_0179	-0.028464531	0.071910275	-0.046988943	NA	-0.16070881	0.307443625	0.528404743	-0.0264908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.101	-0.786	-0.436	NA	1.263
DR_0180	0.008096688	0.094626434	0.094679966	0.386053861	0.086304159	0.164221518	0.206935367	-0.394577	-2.5914173	-1.4956217	-1.5729022	-1.845757	-1.5204082	-2.9427812	-2.5718808	-1.8893552	-0.841414	-0.53857803	-2.0542278	-2.0513983	-2.0726776	-1.6203866	-2.6221342	0.27417612	0.0713253	2.5091548	-1.078912	0.17497635	0.37772322	1.0597334	0.5250802	0.096777916	0.53718615	-0.08960676	0.117189884	0.5746565	0.44475365	-0.96993779	0.7188082	1.0597334	0.669864	-1.4547589	-2.4061196	-6.539172	-3.3028178	-4.0715303	0.17892872	-4.443874	-2.3873942	NA	-0.08025957	0.02711372	-6.539172	-1.4217225	-0.21275607	-0.47632465	0.071	-0.853	-0.276	-0.66250336	0.936
DR_0181	0.085155513	0.176398396	0.729017843	NA	NA	2.714788018	0.383236331	-0.0978464	0.09635258	-0.14080238	-0.13252735	0.43426847	1.3575339	0.090837	-0.78256464	-0.92022514	0.34114408	-0.06282902	-1.874619	0.09642267	0.41691303	0.5090456	1.3861661	2.5342102	0.15993619	0.84650224	1.9252455	-1.8915267	-2.3129838	-1.0001574	4.413521	0.5432751	-1.1229992	-0.46888041	-0.1560533	-2.3140519	-0.4597938	-0.96992215	7.8666215	-1.0001574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097	-0.704	-0.246	NA	1.073
