"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"
"1"	2.29377195885334	0.898919466772598	-0.393591438872268	0.554188376257665	0.32873649006091	1.21876393403675	NA	NA	-0.884276625714491	-0.913268241585796	-0.626831249329831	-0.66558982048416	-0.881609180048159	-0.655881037639021	-0.666514655689883	-1.01348061653689	-0.705582027650459	-0.561620287707839	-0.405184206902448	-0.824331943356714	-0.797131633819819	-0.575311365301215	-0.376498482797048	-0.0431852540065093	0.0949157215011541	0.295957662951622	-0.597637457100156	0.164193089820443	0.0469536611067364	-3.01126775973232	0.20122208689623	-0.449861470596696	-0.19312258003413	-0.603057424177522	-1.06572724293303	0.13918009532393	0.0101498963207998	-0.624356885649008	-0.91914106467803	-3.01126775973232	-0.35934191367218	-1.09370054502313	-0.950149120083892	-0.806291090567457	-0.631035248304866	-0.558200019775371	-0.151231447710915	-0.258117708343443	0.553930068855956	NA	-0.368927996086148	-0.173592512640751	-0.806291090567457	1.63775827537405	0.940326987055957	0.432320443426821	-0.0944815318275513	-0.828983246047742	-0.0224543962784154	0.547394324456238	-1.15129737502928
"2"	1.35847886112994	0.376162866849471	0.888132960083144	-0.479965956282952	-1.68370591494754	0.163609513323562	1.04890193603341	0.221655043213841	-0.0505279058082484	-0.159721097544363	0.0323663910476799	0.196657329196308	0.0722616860993863	-0.389581797643136	-0.350185770364442	-0.18881805636797	0.523926535162838	-0.235081339304364	0.119530753767035	0.0651228775486137	0.0782078437983482	0.311002230152561	0.474296539736096	0.554973271139544	0.678686116381869	-0.0870825345470577	0.31824260725775	0.816665417358182	0.709008441568258	0.294428508231055	0.0615766984399682	0.499788969999714	0.615551061804606	-0.176196222151145	-0.177461692091367	0.755636483158131	0.755636483158131	0.530421371391379	0.194232157319505	0.294428508231055	-0.178728227457027	0.494884778267937	0.433497079792701	0.466010028850803	0.365790272506386	0.342885218608	-0.135249005596982	-0.200846827436417	-0.536212989129322	NA	-0.114653741418215	0.173442166346143	0.466010028850803	-0.273764003302007	0.662769785378128	0.198797071167022	-1.15753671160548	-0.270891188397931	-0.412215206233381	-0.512418999373171	0.281109831114886
"3"	0.593411507807727	NA	NA	NA	NA	0.249587232307822	NA	NA	1.38958138308811	1.37808338482821	1.81474993080371	1.55423306388519	1.26233462158132	1.6580422356183	0.845334797609188	1.15196674159089	2.21610654082282	1.9900551486858	1.93508886422847	1.90589340199843	2.14510296020045	1.77425071793345	2.23900069018399	-0.441352454848456	-0.435102662256006	-0.905035252505223	-0.667153581590092	-0.194873775615025	-0.244733933653131	-0.497329265911454	-0.695713631376375	0.414118364897319	0.552910073441764	-0.368239166129497	-0.281626983728313	0.809048646590241	0.754198627462851	-0.625466198275764	-0.18157679123258	-0.497329265911454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.263668220287378	-0.0892426993263434	-0.736374506693733	NA	0.659447335030774
"4"	0.588393657649609	-1.5664429557271	-0.621070600951517	-0.889088071049392	NA	0.0874831176361851	2.85141079471211	1.52708150567196	0.355090134475619	0.209497166230513	-0.0199407950784164	0.191379444704542	-0.141211672193714	0.287083754538014	0.170189586933144	-0.0643623560913221	0.386199219047194	0.419594467524366	0.476123712471807	0.296984122270044	0.34422030592537	0.0338500880785628	0.197175638148278	-1.2692623442973	-1.20936956534809	0.0754068819159072	-0.456386350262144	-0.993605479035457	0.154144056610723	0.0447180703951155	-1.30914074511293	-2.27118039143379	-0.987797894478884	-1.52852676259751	-0.183007413820362	-0.288280594774524	0.342205696714526	0.529411710814868	0.815200406554977	0.0447180703951155	0.635847143159935	0.440581557649573	0.547394324456238	0.500515481393772	0.672404881699807	0.603727719094653	0.339309309544185	0.378733404939168	1.57956373934335	-0.546873900654275	-0.247055791907328	-0.327656861507884	0.500515481393772	0.47743035237571	0.838610748205927	-0.0286126017034407	-2.04340758076567	1.18593584658019	-0.632305124671259	0.434682093037282	1.95735095149135
"5"	-1.13666137226443	-0.0671658175041329	-0.445922162818497	0.159937089599731	-1.29605538383023	0.553337182132768	-4.14809929000637	3.38036121316358	-0.825638981813205	-0.965556155312747	-0.953367019959782	-0.799702770955294	-0.631522648587126	1.1668080271864	1.70023192124187	-0.569922523176568	-0.855762916182106	-0.869270162106296	-0.527024934986452	-0.343605316072409	-0.556734977012024	0.20536146112769	-0.0663613517605638	-0.617436355628448	-0.711063872346337	-1.07614190076912	-1.60242806890698	-0.672470419032641	-0.8118030999225	-2.1136304921669	-1.64229840095947	-0.830478624571443	-0.847657983284816	-0.274372131640156	-0.812364484583869	-0.824119621147117	-1.06042333733102	0.556034827897916	-3.2259437510683	-2.1136304921669	-0.0347241799852364	-0.257039781498225	-0.316162231125887	-0.90857562005899	-0.553650772717767	-0.597310705819862	-1.0081714847813	-1.09370054502313	0.292052426781021	0.422529427436959	0.522120158732556	0.222349081717762	-0.90857562005899	-0.978036823133532	-1.12654681128791	-2.71318309012627	-1.45616816297284	0.785181086339234	0.161593877026197	0.726482176854945	-0.534265494094444
"6"	0.104733127988909	-1.02805618342724	1.38272853677649	NA	0.0913546573851162	-0.393741483656419	-0.84269645404952	0.16165502614448	0.699014681565999	0.757686494448272	0.947374728672845	0.704632944537526	0.798302069086862	0.614957016254568	0.770227042776599	0.945649386743633	0.691621426153124	0.66712624721413	0.945364712037786	1.44408329036503	1.40032453186576	1.31159423127118	1.14124843580768	-0.351858080081883	-0.297103513271654	0.0762009623118383	-0.106683423939881	-0.16346856978917	-0.254081699476456	-0.150513156543997	-0.280225664032668	-0.316555700431275	-0.240665360950796	-0.063563966315144	-0.463295662923844	0.141408258030807	0.0615766984399682	-0.597637457100156	-0.41172956230655	-0.150513156543997	0.0997687059465529	0.79043964910639	0.755054030020716	0.6211714026689	0.452202044465464	0.487199921138545	0.0930592059472382	0.156507942377503	-0.366433552081837	NA	0.639631344654039	0.164983642470288	0.6211714026689	-0.581679001567142	-0.624726447939252	-0.131398087613235	-1.10031711454252	0.66589264345914	-0.611766759917514	-0.651143959259618	-0.260373898199302
"7"	-0.253166087017866	NA	0.328315543167788	NA	-0.688741532029566	-0.379075348688783	0.715886825398766	-0.140304402894929	-0.0671741804946691	-0.0232172904047719	0.251777210503692	0.0210030058066713	-0.302147800678131	0.1695217418952	0.119059183895473	-0.349498966150505	0.093821580619632	0.120880981924006	0.383828598210118	-0.0473078109494385	-0.0307037123300456	-0.139064361591794	-0.0874492774585805	0.76142222204111	1.00027230937008	0.885687908931179	0.785673644514398	0.44103157310174	0.658473774405312	0.572040944565204	0.557268343620989	0.711505520759363	0.955264177130484	0.735635910438471	0.740630657219759	1.01980362795248	0.971344453400149	-0.781877984011248	0.448796838836555	0.572040944565204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.56998856441323	-1.12242992873227	NA	NA	-0.426892417715053
"8"	-0.810409625844286	-0.7477964662782	-0.0705628689141034	-0.326704376053538	-1.38161252652591	0.283284829905569	-0.0326560594654614	-4.43754166566763	0.189958034184706	0.177408037577923	0.258712165394961	0.249868543669159	0.636910022739933	0.714525368033494	0.959157756339789	0.617094282008286	-0.0595738543209849	-0.0502092609798526	0.895364698658439	0.469399157779376	0.419594467524366	0.711790589108822	0.989141680326075	-3.01126775973232	-3.12969285822513	-2.67537992507025	-3.36286672680434	-3.27632327493948	-2.99349528395548	-2.3238631856432	-3.45296389762081	-2.09371627415165	-2.27118039143379	-2.92054425913513	-2.8165123764188	-2.04741608543392	-2.3238631856432	0.131035626245751	-4.70053178152894	-2.3238631856432	0.587244064341178	0.419791013081727	0.326753885186803	0.268288248168569	0.394383804224083	0.434682093037282	0.633201570971891	0.726482176854945	1.17135239938685	NA	-0.414447747464321	-0.931094965859422	0.268288248168569	1.29597899236271	-0.704419177451673	-0.299025350335645	-1.18674168613064	0.537634376454928	-0.0741989470270431	1.50648710043762	-0.279767644171263
"9"	0.794849014888245	0.514524744626251	0.168836727423703	0.201378346767304	NA	NA	NA	NA	-1.46312385463271	-1.41901572845468	-1.37588014054759	-1.48135984646724	-1.19652178240369	-1.1737501529762	-1.28224066772974	-1.43968313664044	-0.91417598889846	-0.673771543228409	-1.12887996888442	-1.15597800441331	-1.12487774421583	-1.23382456980311	-1.16906202456549	-0.499810047877619	-0.507559927847657	-0.0762345372962093	-0.162455240395297	-0.561343949868256	-0.487764226200013	-0.0577304287015517	0.0716428824383632	-0.268404122429856	-0.210859212085273	-0.147095682536376	-0.0404219204492731	-0.382885207033956	-0.416771663868884	-0.626348041115861	-0.0671911267744168	-0.0577304287015517	-0.587924389767325	-0.899539483942299	-0.751006539860397	-0.745202593663845	-0.731389778537994	-0.841127846333454	-0.45280478468	-0.600597547518252	-0.43139359696336	-0.00551494111715858	-0.592503513041765	0.139951117362468	-0.745202593663845	0.364862253305188	0.553930068855956	-0.0706924975535538	-0.719215273059178	-0.00902043197409385	-0.345284695414342	-0.312491148011978	0.641997623647283
"10"	-0.0262662574242636	1.24176486390757	1.06059181416043	-1.05042315442767	-0.177382217102078	-0.882796720055568	1.44706012396844	0.172485573258451	-0.406486081655465	-0.363007457555745	-0.157837319026557	-0.301272315987225	-0.92304636415756	-0.501348232023652	-0.470732753115199	-0.96268204578639	-0.602180471673187	-0.590188581629102	-0.20328062147301	-0.270210534920626	-0.120779294672035	-0.429808263482683	-0.345067810093286	2.25512397853311	2.1783672038328	2.25512397853311	2.32298977836008	1.69972381288724	2.07077021061119	2.05619943928778	1.99614436343643	2.23879246539495	2.1139846814062	1.93480251583032	1.72750065802152	2.1354808719744	2.09145727543265	-0.627356616760132	2.21584170673315	2.05619943928778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.12586527374578	1.3041813036429	-1.10431142951213	NA	0.470304333911477
